text,SCORE,GRADE,name,matched_name,DBA,review_stars,bert_sentiment
Amazing food. Great service. Good people. Everything you want when you go out to eat. You can bring the family or call in deliveries it's perfect!!! You have to stop by for there Coney Dogs and the Marks Famous Club. One of the best places to eat in Tampa it's a must you have to try it,11,A,Drew Park Stadium Cafe,Drew Park Stadium Cafe,Drew P@rk St@dium C@fe,5.0,POSITIVE
"This place is disgusting, I immediately thought after ordering was waiting has this place been on dirty dinning, my panini was good but the salad had a strange after taste never tasted before. The newspaper stand was trashed and very outdated. The floor had dead roaches and very dirty didn't look like they ever cleaned it. The AC duct had what looks as mold and dust hanging out it. Very poorly managed and cleaned. Surprised they haven't been shutdown. Will never eat at this location again.",16,B,Pita's Republic,Pita's Republic,Pit@'s Republic,1.0,NEGATIVE
"Breakfast

This review is only about the breakfast.  Precious wanted a bite to eat before taking off.  She saw this place.  She got a bowl with scrambled eggs and what they portrayed as chorizo, but let me tell you, it really wasn't chorizo.  It was more like the taco meat from Taco Bell, spicy ground beef.

The eggs were below average, no salt, no taste.  The chorizo [sic] was as described above.  It's one of those meals that you regret having.  There are only so many calories one can eat without getting fat, and we wasted 500 plus or minus on that.

Also, a heads up, I strongly recommend NOT eating here outside of the peak lunch and dinner time.  The food is precooked, and it sits for who knows how long before it is served.  With an inexperienced staff or on a slow day, that can sit there long enough to get nasty.  Usually during the peak periods there's enough turnover that you don't have to worry about it.",20,B,QDOBA Mexican Eats,QDOBA Mexican Eats,QDOBA M3xican Eats,1.0,NEGATIVE
"The food was fine. The phó had decent soup but had little meat, which makes sense though since it is supposed to be lower in calories. The service however was very slow. They were very nice but we waited really long for food, even though there were very few customers there. Would give it 3 stars but the boba boosted it to 4. I got the mango lychee one and the flavors were good, not too overwhelming. The texture of the boba were perfect: chewy without being too tough.",5,A,Bamboozle Channelside,Bamboozle Channelside,Bamboozle Channelside Inc.,4.0,POSITIVE
I stopped in here on my way home today. I loved that they had a drive through but I opted to come in to check the inside out and look over the menu a little better. It's really cute in there and looks like a great spot to meet a friend or study. I am a huge latte fan and love a place that has different flavors. I saw lavender on the menu and immediately had to have it. I opted for a sugar free vanilla lavender breve latte. I know the lavender had a little sugar but it was just a subtle lavender flavor and it was perfect. I loved all the food options. I will definitely try some next time. There are many different milks and sugars to choose as well. There are many craft coffee shops around and they are great too but are very limited. I love all the options without the Starbucks taste. Yuck! So glad I found this shop. I'll be back for sure.,32,C,Kahwa Coffee Roasting,Kahwa Coffee Roasting,Kahwa Coffee Roasting Inc.,5.0,POSITIVE
Simple home cooked Indian food. The quantity is great for one person and it is very economic.,9,A,Eatwell Kitchen,Eatwell Kitchen,Eatwell Kitchen,4.0,POSITIVE
Room great for the price. The players sports bar. Was good. The French dip sliders were unbelievable. The players grilled cheese was great. We came here 2 times in 3 hrs.  Would stay here again. We stayed here on a trip to Greece. Parked car for 14 days and sleep very nice hotel to park and sleep and travel. Would stay here again.,12,A,Players Sports Pub,Players Sports Pub,Players Sports Pub Inc.,5.0,POSITIVE
Decent Chinese food. Good price good chicken teriyaki and the crab ragoon is good I like the kung pao chicken pretty decent.  It's better than most other place around.,15,B,China Garden,China Garden,China Garden Inc.,3.0,POSITIVE
"This place is close to my work so I have eaten there frequently. Just like most places it gets super crowded during lunch time. The employees can keep up most days but other days is seems like a big mess of people and sandwiches everywhere. However, my sandwich has always been right and served piping hot. So if my tummy growls there is a excellent chance I'll be going back.",6,A,Firehouse Subs,Firehouse Subs,Fir3hous3 Subs,3.0,NEGATIVE
"Do NOT go here. I always get a pizza from next door when I land after a long flight before heading to baggage claim, and they are quick and easy. I decided to try this place today, and HUGE mistake. I ordered a grilled cheese, fries crispy, and a milkshake. They were not busy. After 10 minutes I hear the cook asking the girl at the register if the grilled cheese is supposed to be extra crispy, and she says no- fries and is laughing. Then this whole time I watched her making three milkshakes, assuming one was mine. I watch her take the milkshakes over to a table. At this point I ask for a refund as they haven't started ANY of my order. Not ONCE did the girl or her MANAGER apologize while making the refund, instead she was actually laughing. I have been traveling for a month and am frustrated that I could have gotten a pizza and been so happy. Any airport vendor knows the importance of being quick. These employees need some serious training and to be taught common manners and respect.",36,C,Square 1 Burgers & Bar,Square 1 Burgers & Bar,Squ@re 1 Burgers & B@r,1.0,NEGATIVE
"Omg! The food was fresh and delicious.  The place was clean and the ladies at the cash register was very pleasant. We got home and the food was neatly fix and we were over the moon with foods taste.  I love the Thai Shrimp, it's spicy so be careful . But I asked for the Korean Sesame Tofu meal with my Yes meal and it was sooo good! The tofu was light and airy. The sauce was slightly spicy. I will definitely order from here again.",1,A,Fuzion Spice,Fuzion Spice,Fuzion Spic3,5.0,POSITIVE
This is my first time here. I've been at other pho Quyen locations before and this one is probably the worst one. The flavor of the pho isn't what you would expect.,27,B,Pho Quyen,Pho Quyen,Pho Quyen,1.0,NEGATIVE
"Great restaurant connected to Bay Cannon Brewery but they can stand alone with their fantastic food. We went in to the brewery once before but planned to go somewhere else for dinner. We came back in just to try the food from Guava grill, so glad we did. We started with the Bar Chips and Beer Cheese:  Choice of house fried corn chips or garlic fries with IPA beer cheese and jalapeños. Then for the main meal we had the Chimichurri Steak Sandwich: Marinated Flat Iron Steak on a brioche bun with roasted red pepper, swiss cheese, chimichurri, and house made steak sauce and pulled mojo pork sandwich with tostones. This food was absolutely fantastic. It's so great to have access to food from a delicious restaurant when you are drinking beer. Best combination ever! Street parking is available around the brewery/restaurant. Definitely give it a ty.",25,B,Guava Grill,Guava Grill,guava grill,5.0,POSITIVE
"Stupidly I didn't read the reviews for westshore pizza before ordering my food. So I'm sitting here in the restaurant (empty on a Wednesday night at 7 PM is not a good sign) there's a soda machine near the entry doorway that is leaking all over the dining room floor. The two pizzas under the glass at the counter were so sad looking that I should have known better than to order. 
Obviously I was so hungry that I wasn't thinking straight and I ordered slices anyway. a slice of plain and a slice of pepperoni and a bottle of water not a bad deal for six dollars if it was actually good. 

Unfortunately the pizza was so undercooked and soggy it was inedible. I didn't think the girl behind the counter looked like she give a hoot if I complained so I asked for a to go box and finished baking it at home. 

There's no reason that I would come back to this Westshore Pizza. It didn't look like a single person that works there was doing anything except for the girl behind the counter who was trying to keep busy by spraying already clean counters w stinky disinfectant cleaner 2 feet from where I was standing. No thanks westshore pizza. Maybe you should try a slice once in a while and see how terrible it is.",40,C,Westshore Pizza,Westshore Pizza,Westshore Pizz@,1.0,NEGATIVE
"Small place in strip mall
 Owner and staff very courteous.  Had a medium works pizza. Fresh ingredients not too heavy on the sauce.",28,C,Westshore Pizza - New Tampa,Westshore Pizza - New Tampa,westshore pizza - new tampa,5.0,POSITIVE
"We were practically alone in the Terminal this morning and ordered breakfast. 

The young woman was very pleasant. We got one Bottled Soda ($2.79), a Medium Cappuccino ($4.60). The Cappuccino was freshly made, strong and very good. 

We also ordered two of their hot breakfast sandwiches- an Egg and Cheese Ciabatta ($9.50) and a Sausage, Egg and Cheese Ciabatta ($11.00).

The sandwiches took about four minutes in their oven and can out hot and crisp. Overall they hade nice texture and flavor. 

However, they were embarrassingly small. I completely understand overhead and airport pricing but this was obscene. They were maybe barely the size of a small English Muffin. 

The third star is purely because of the friendliness of Marilin the employee.",39,C,Illy Coffee Shops,Illy Coffee Shops,Illy Coff33 Shops,3.0,POSITIVE
"Amazing place! Plenty of parking, lots of seating. Clean and well decorated. The food was perfectly spiced and flavorful! We will make this a regular stop! So glad they are in the neighborhood!",11,A,Pinto Thai Restaurant,Pinto Thai Restaurant,Pint0 Thai Restaurant,5.0,POSITIVE
"Service was bad - the dude in charge that was helping us was so annoyed and pissed off. The workers under him were at least somewhat cordial and helpful. They all seemed overworked, underpaid, and overwhelmed. I hope they get more staff soon and nicer people. The prices are high too. The keto pizza was not only burnt, but disgusting. The regular pizzas and salads were delicious though.",9,A,Blaze Pizza,Blaze Pizza,Blaze Pizza,2.0,NEGATIVE
Fantastic selection and plentiful sandwiches and wraps!  Super quick service and Coke!  Great go to for a quick bite and great seating outside!,18,B,Bayside Deli Cafe,Bayside Deli Cafe,Bayside Deli Cafe Inc.,5.0,POSITIVE
"This supermarket carries some great Middle Eastern delights. The inside of the grocery store is pretty expansive and there is a bakery on site. The store was clean and well-organized on my visit there. 

A guy that appeared to be an owner or manager gave us some desserts to try unprompted. He was friendly and welcoming. While we were there a woman was removing fresh baked bread from the oven which I thought was cool and indicated items are made fresh. My husband ordered a round, pillowy bread topped with z'atar, as well as a few different hand held pies and desserts from the bakery and they were all excellent.  

It appears this location is related to the location in Temple Terrace as well. I found our visit to be enjoyable and I am sure we will be back when we are in the area.",34,C,Alqassam Supermarket,Alqassam Supermarket,alqassam supermarket,5.0,POSITIVE
"Great food! My friend and I got the Naengmyeon (Cold Noodle Soup) and Tangsuyuk (sweet and sour pork). The food tasted really authentic and very quickly served. 

Outstanding Customer Service. Staff was friendly and made sure everything was ok with our food. 

I'm sure if the prices are regularly this high, but I feel like some people might find the prices to be high.",29,C,One Family Korean Restaurant,One Family Korean Restaurant,One F@mily Kore@n Rest@ur@nt,4.0,POSITIVE
Beware that they use extra small to-go containers so the portions you get are much smaller than average. I took a regular sized container there and they said they would have to charge me more to use that one. I refuse to be overcharged for under portions of food....I will not go back! Also they are expensive for a food court joint. Be ready to spend about 10 bucks or more for an under portion meal with drink and still be hungry after your done eating.,15,B,Pepe's Latin Cafe,Pepe's Latin Cafe,Pepe's Latin Cafe Inc.,1.0,NEGATIVE
"Love the avocoloda! So refreshing and hydrating! The staff are friendly, helpful and fast. Although in a food court they are really good at moving the line and keeping wait times down. Additionally, I can't get over the huge size of the smoothie you get for the price, the tropical flavors will have you coming back for more.",9,A,Tropical Smoothie,Tropical Smoothie,tropical smoothie,5.0,POSITIVE
"This is probably the best pizza I've had in Tampa. We decided to stop by on a whim after dropping by the mall for a quick return, and I'm SO glad we did.

We had a large pizza with the classic sauce, ricotta, Italian sausage, jalapenos, and onions. We did order bacon as well which was accidentally left off, but the pizza was so loaded with the other toppings it honestly didn't matter. Both our waitress and the manager still stopped by more than once to ask if we needed anything and apologize. It was a stark contrast to the service we got at another restaurant the night before, and it was much appreciated.

What can I say about the pizza that hasn't been said? The crust is the perfect balance or crispy and light, with a slightly sweet flavor. They go light on the sauce which I love, and they are extremely generous with the toppings. I mean, our pizza was just completely covered in toppings. I was barely able to take on two slices. Our waitress Mitzi was super nice and attentive. 

So, why four stars instead of five? It's really more of a 4.5. Mostly, I just wish they had more specialty options! The menu is a little limited. They had one specialty option(with chicken sausage and broccoli rabe), but I would just love to see what they would produce if they had some options similar to Mellow Mushroom.

Anyway, I might find myself making excuses to pop by the mall around lunch time. Will definitely be back.",32,C,Grimaldi's Pizzeria,Grimaldi's Pizzeria,Grimaldi's Pizz3ria,4.0,POSITIVE
"I've been dying to try this place, I went there last Saturday I ordered the Southern fried chicken with a waffle. The chicken was kind of soggy but it had favor with a little heat on the back end. The waffle was umm okay. I'll give it another try one day, I'll would most likely recommend this place to friends and family.",16,B,RyRy's Chicken And Waffles,RyRy's Chicken And Waffles,RyRy's Chicken And W@ffles,3.0,POSITIVE
"The word ""legit"" is overused. But this sandwich shop is definitely legit. I've been here twice this week and had fun experiences both times. 

During my first visit, I ordered the Cuban sandwich for which they're known. When you go inside, you can go straight to the register if you're planning to just get a sandwich. The lunch special includes a side--I got the big bowl of yellow rice and black beans. The sandwich was delicious. The food was fresh, well-prepared, and served in generous portions.

I asked the owner (Frank) about his favorite meal. He told me to return on Thursday to try the pigs' feet. So I did.... and... wow! Pigs' feet = lots of bone, small amounts of very tender meat. I can't say I was a big fan of the pigs' feet, but now I can eliminate ""eating pigs' feet"" from my bucket list. (Okay, they weren't on my bucket list but I'm adding them to my list of accomplishment nevertheless.) 

If you eat here, strike up a conversation with Frank. He seems like an awesome guy who is very passionate about this little hole-in-the-wall. He arrives super early every morning to prepare the daily specials. And, yes, they're open for breakfast at 6.30a every weekday morning. I'll try that soon.",8,A,Sonny's Sandwich,Sonny's Sandwich,Sonny's Sandwich,5.0,POSITIVE
"Nicely located on waterfront in Harbor area.

Service good.

Food good.

Winelist average.

Prices on the high side of average.",21,B,Café Waterside,Café Waterside,C@fé W@terside,3.0,POSITIVE
"I got the Wayl's chicken sandwich with Sriracha Lime Aioli sauce! It was delicious! The fries were way too greasy, I would not suggest those. It's Walking distance from the courthouse, a clerk strongly recommended this place and she was right! The employees were friendly and inviting. I also ordered today's soup sausage lentil- which looks great! They also have nice touches like ""spa cucumber lemon water"" available which was a nice touch. It took a little longer than expected to get my food order (about 15 minutes) but the food tasted fresh. Great vibe and definitely a place I would recommend.",39,C,BrightSide Artisan Comfort Cafe,BrightSide Artisan Comfort Cafe,BrightSid3 Artisan Comfort Caf3,5.0,POSITIVE
"Come for the curry chicken, stay for the authentic Chinese food. Owners are always friendly and welcoming. The food is consistent. Definitely recommend.",18,B,Chicken Yummy,Chicken Yummy,Chicken Yummy,5.0,POSITIVE
"My husband and I went there for dinner on a tues evening. We were seated pretty quickly and our order was taken within the next few mins. We ordered 2 house salads. Our waitress came back in 25 mins to tell us it will be another 2 mins. She didnt come back to our table after taking our order. While we were waiting, the next table next to us was complaining that their bill was wrong, they were charged for something they didnt order. We continue to wait and we felt that AFTER 25 MINS of waiting we had to leave. The wait staff that night was not seasoned and their prices were higher than normal sushi places. They are offering a groupon coupon and I would hate to see how the service will be with the flow of people coming in with that.
First impresson was not good nor was the service. I like Toki Sushi, authentic and great service if you are in the Carrollwood area.",12,A,Ocean Blue Sushi Bar,Ocean Blue Sushi Bar,Ocean Blue Sushi Bar Inc.,1.0,NEGATIVE
Came in here for lunch one day and the sandwiches here are excellent.  Definitely one of the tastiest I've had in that area. Our waitress was prompt and attentive.  Prices were fairly cheap and reasonable. I will be adding it to my lunch time places from now on...,37,C,Lincoln Spanish Restaurant,Lincoln Spanish Restaurant,Lincoln Sp@nish Rest@ur@nt,4.0,POSITIVE
"Jessi's sauces are amazing! You can use them for so many things, and everything comes out just perfect every time. Not sure what to do with that pork roast? Coat it in her Original sauce and slow roast - awesome. Need a quick appetizer? Triscuits, chevre cheese, a sliver of prosciutto and Jessi's Cranberry sauce. Done! Chicken wings?  Forget breading...naked wings baked with the Apricot sauce is fantastic. So, what are you waiting for?",12,A,Jessi's Flaming Fruit Sauce,Jessi's Flaming Fruit Sauce,jessi's flaming fruit sauce,5.0,POSITIVE
"Made brunch reservations for some family and I, we were greeted at the door and the service was exceptional from the moment we walked inside to when we walked out. The ambiance was super cool. Our food came out plate by plate as it was ready, which was told to us and not a problem. The pomegranate spritz was delicious and very flavorful. My entree, the drowned torta, was fresh tasting and hit the spot. The greens were well dressed, the short rib was tender, and the egg was cooked perfectly. Flavor was a little lacking, so that holds me back from giving a perfect 5 star. Overall, this was a great spot and i would recommend.",6,A,Mole y Abuela,Mole y Abuela,mole y abuela,4.0,POSITIVE
"Arrived the Sunday before Christmas for lunch with my family. The place was empty. It was a little past noon and the weather was nice after a few days of miserable rain. So we asked to sit outside where there were about four tables of patrons to add to the two or three dining inside. The bowling alley wasn't busy either. While we were promptly seated, we waited at our table for minutes on end. No service. Then another family was seated and within a couple of minutes someone was at their table taking their drink orders. Several servers passed us, two even stepped outside to the patio and were talking and looking out at the courtyard. Still no service. We gave it almost three more minutes, on top of the almost ten we were already there, as we watched several servers walk past our table and fail to acknowledge we hadn't yet been helped--no drinks and open menus. So we got up and left. We weren't going to give them a chance. My children wanted to sit down and eat at a restaurant, never mind the cool options to eat at the Wharf. So we wound up at Hooter's, where my seven year old, yes seven year old was able to clearly verbalize how much better the service was there because within a minute of us being seated a server came by for our drink order. 

So glad we decided to split from Splitsville!",13,A,Splitsville,Splitsville,Splitsville So,1.0,NEGATIVE
"Wow, there are times I wish zero stars were a thing. After a 45 minute+ wait for 2 gyros and falafel sandwhich and after inquiring multiple times about how much longer until we got our lunch and a response of, "" if it will be longer than 5 to 10 minutes more, I'll let you know.""
Needless to say we walked and grabbed a slice at Eddie and Sams.",5,A,Kafee and Kabab,Kafee and Kabab,Kafee and Kabab,1.0,NEGATIVE
"The food is pretty good, but the service is really slow. Definitely a place to go to on a day off, not when you have a tight schedule.",38,C,EATS! American Grill,EATS! American Grill,EATS! Americ@n Grill,3.0,NEGATIVE
"What happens when you decide to roll out of bed and go to an early Yelp Elite event in downtown Tampa and you have a few minutes to kill? You and your +1 decide there needs to be a coffee pitstop before sauntering over to socialize. Super glad we did too, since the event was definitely lacking in caffeine.

Kahwa was just a couple minutes from where we needed to be on a Sunday morning (it was around brunch time) and we stopped in. Well, She stopped in, and I circled the block because parking was a total nightmare. I found an illegal spot to wait on her, and she came back out with two lattes and a croissant. Solid achievement on both. The coffee was definitely not burnt (a la Sbux) and the corner of croissant was flaky and buttery. 

I can't vouch for the interior or the staff, but my experience was pretty solid. The only downside to this place is the parking situation. If anyone familiar with this part of town has any protips, shoot them my way!",2,A,Kahwa Coffee Roasting,Kahwa Coffee Roasting,Kahwa C0ffee R0asting,4.0,NEGATIVE
"This is your typical Tampa Cuban shithole. Dirty, decrepit, pretty much non-existent air conditioning (which is necessary during the summer). Their cafe con leche is watery and sucks. Their service is pretty much one lady with an attitude problem. I wish I could say there are better Cuban joints, but in Tampa, there aren't. They all pretty much suck. Like this one.",39,C,Stadium Cafe,Stadium Cafe,Stadium Cafe,2.0,NEGATIVE
"Cluckz Chicken is a new mobile food kitchen that was started by a USF student! They serve Asian fusion chicken wings such as Sriracha-chili, Soy-Garlic, and Spoony BBQ. For $8.00 you also get crispy french fries with your chicken wings. The food is great, no skimping on the sauces, and like nothing you will really find around Tampa Bay. The food truck has a modern wrap and is spotless inside which really counts when you're dealing with a mobile kitchen.

As a fellow USF Bulls, it's cool to see a student taking initiative and I really am wishing success in this endeavor. The mobile kitchen normally sets up by The Venue on 42nd St. but also travels all around town so your best bet for finding their location is to hit up their Facebook page.",23,B,Cluckz Chicken,Cluckz Chicken,Cluckz Chick3n,5.0,POSITIVE
"I stopped here to grab some breakfast before my flight because I did not have much time and this was the only place without a line.

They offer a bunch of grab and go items and a nice range of drinks. They offer a wide variety of different sandwiches, and breakfast sandwiches(until 11.00am) They also have shakes, smoothies, salads, soups, and desserts. I opted for the egg and cheddar sandwich on multigrain bread.  I really enjoyed my breakfast sandwich, it was very flavorful and felt healthy and not greasy. 

I would definitely recommend eating here for breakfast. I'm not sure how the other sandwiches would be, but if they are anything like the breakfast sandwiches then it will be great!",28,C,Potbelly Sandwich Shop,Potbelly Sandwich Shop,Potbelly S@ndwich Shop,4.0,POSITIVE
"Went here as it's closer than the Palma Ceia location, albeit neither are too far of a distance.  Tend to only come on the rare occasion my husband has a hankering for wings. In the past, we've had questionable service and were hoping that this had improved, as it's been at least  a year since the last visit. We quickly realized things have remain unchanged, if not worse.

We weren't sure if we needed to wait to be seated or seat ourselves as there wasn't a sign or staff around, so we sat ourselves near the entrance. Server eventually came to our table and meals came quickly enough. Husband eventually needed a refill and we both looked around occasionally (5 mins or so), no sight of our server. I finally got up and walked over to who appeared to be the manager and requested the refill. Came shortly after by our original server.  Not sure where she had been?  When we were ready to pay the bill, again, no server in sight - waited for quite some time (again) and finally gave up and walked up to the bar to have them sign us out. It was hardly a busy night, it was actually fairly empty, so that was not a possible factor into the poor service.  

If the food was great, I would have given another star, but my food, coupled with the terrible service is just unacceptable.  Husband said wings were ok, while my food and our app left much to be desired. I know I will not return and not sure if I will even go to another location. Very poorly run.",32,C,Beef 'O' Brady's,Beef 'O' Brady's,Beef 'O' Brady's Inc.,1.0,NEGATIVE
"One of my new favorite additions to the Heights area! 
I have only been for breakfast, but can't wait to go later in the day and try their beer and wine. 
Their coffee is delicious and smooth and I love that they offer oat milk for lattes! Not enough places do this so I was exceptionally happy when I found out King State, just around the corner from my house, does!
Their breakfast biscuit sandwich is delicious.. such a good biscuit! And I'm completely obsessed with their granola (p.s. you guys should bag it and sell it, seriously soooo good!) 
I'm very happy that they have moved into this area and wish them lots of success, I can guarantee you will faithfully have my business!",10,A,King State,King State,King State,5.0,POSITIVE
"It's definitely Thai food but it's also very different. Can't quite put my finger on it but there are little differences that makes it stand out in a good way. Maybe it qualifies more as a Thai Fusion restaurant? Price was very decent too. 

Would have given 5 star but ended up with 4 because time it takes to prepare food. Was there for lunch on a Wednesday with coworkers. It should not have taken 20 minutes for someone to take our order and another 30+ just to bring it out. Services wasn't bad though. It was quite good but maybe they were just too busy that day.",18,B,Sawatdee Thai Cuisine,Sawatdee Thai Cuisine,Sawatd33 Thai Cuisin3,4.0,POSITIVE
"This is my first experience at a Filipino restaurant.  So take my comments accordingly. 

I am very perceptive about ethnic food.  I can tell the difference between the real thing and the thing they water down for commercial audiences in the US.  The cooking and seasoning here are the real deal, meaning it's flavorful and strong, not weak. 

It's not about being hot and spicy (unless we are taking Mexican).  It's about being well seasoned and flavorful.  The food here is certainly that.   The Lumpia was nice and crispy.   The pork on the Manila Nachos was delicious, although I'm accustomed to nachos that are more loaded.  

I found the service competent.  My Coke glass was refilled promptly.  The food came out within a reasonable amount of time.  The presentation was good.  Overall, it was a pleasant dining experience. 

I'll be back.  Take that for what it's worth.",9,A,Filipino Fusion Bar & Grill,Filipino Fusion Bar & Grill,Filipino Fusion Bar & Grill Inc.,4.0,POSITIVE
great food great service. just a normal waffle house. some of these reviews expect it to be like a normal restaurant but it's fast dining. the whole point of the place is to be quick and a fun chill environment.,31,C,Waffle House,Waffle House,Waffl3 Hous3,5.0,POSITIVE
"Always dirty seating area.  What gets me is always a minimum of six people behind the counter, but the tables never get cleaned.  It just seems they should focus on making sure the seating area is cleaner if they have the staff.  

Food is ok but always too salty.  But it's good, better than subway.",26,B,Lennys Subs,Lennys Subs,Lennys Subs,3.0,POSITIVE
"This place rocks. It looks funky as hell and maybe not so clean but the food and drinks 
are great and CHEAP! They mKe their own hot sauce and the papas are stuffed w ground beef and deep fried. Pepper steak was killer and all was great.",0,A,El Paraiso,El Paraiso,El Parais0,4.0,POSITIVE
"Ruben's resembles many authentic cuban cafe's in Miami, for the longest time I have been in the search of finding a true cuban restaurant and my search is finally over! The service was amazing and the environment was overall enjoyable. The food was indubitably delicious! I have lived in Miami for 20 years and feel a sense of nostalgia whenever I visit this location! It's like a piece of home is with me in Tampa! If you ever want to taste REAL AUTHENTIC cuban food I highly recommend having breakfast or lunch at Ruben's!",0,A,Ruben's Cubans,Ruben's Cubans,Rub3n's Cubans,5.0,POSITIVE
"Stopped here for a drink and a smoke before catching a show at The Straz Center. The hostess/bartender (Lauren) was amazing. She had literally just opened but didn't hesitate to set us up outside with drinks and a cigar. We enjoyed our mini stop in so much we returned after the show! 

John Rolfe Lounge is nicely decorated with lots of comfy leather couches to relax. They proudly serve beer and wine. I enjoyed the local Copper Tail IPA and my fiancee enjoyed one of the generously poured wines. Lauren was so happy to see that we returned so soon and by now the place was packed! We ordered a delicious and made in house watermelon-mint hookah. What a relaxing evening. We even got to meet the owner Dan! I love when a owner takes pride in his business and is there to ensure everyone has a great time. We will definitely be back!",18,B,John Rolfe Lounge,John Rolfe Lounge,John Rolfe Lounge,4.0,POSITIVE
"The place was ok, wish the tvs were bigger to watch UFC fight better. The calamaris with banana pepper was good. The food is priced fairly and service good",21,B,Wings & Buckets,Wings & Buckets,Wings & Buckets Inc.,3.0,POSITIVE
"I've been going to Peabodys for over 7 years and to this day at 30 years old its still my favorite place to go for a drink. Whether its to play pool, shoot darts, play beer pong, or watch UFC fights, there is always something to do!

Peabodys has a very friendly, honest, attractive, customer oriented bar staff which is pretty hard to find in the Tampa Bay area IMHO. In other bars near-by im standing at the bar waiting for a drink for atleast 2 minutes before im even acklowledged. Peabodys bar staff in very attentive and inviting.

Great drink specials that change every day, from liquor pitchers on Mondays to happy hour ( 4 hours )  on Fridays to All you can drink beer on NFL Sundays.

Peabodys also has awesome food! Delicious pizza, authentic cuban sandwiches, all kinds of great appettizers and buffalo style chicken wings that have and endless combination of sauces.

If you have never been to Peabodys, stop punishing your self and check it out. You will not be dissapointed. Dont be surprised to find your sitting at the bar a few days a week lol!!",40,C,Peabody's,Peabody's,Peabody's,5.0,POSITIVE
Place is dirty. Food was decent until I found a hair in my food. Don't waste your time.,23,B,Havana Village Sandwich Shop,Havana Village Sandwich Shop,H@v@n@ Vill@ge S@ndwich Shop,2.0,NEGATIVE
"This place has been around forever and when the dad worked there it was good. Since the son and his rude wife have taken over, well, it's gone to shit!  
1st The guys making the food have beards and messy hair, gross! No wonder why the table next to us found hair in the food. They dont wash there hands after they touch money, yuck!!!
 2nd No one could care less when you walk in the door. They didn't say hello or anything.  I stood at the counter and had to tell them I was ready.  I guess whatever they were talking about was more important.  
3rd The sons wife is so rude. She seems so annoyed that we were asking her questions. I hadn't been there in a while so I wasn't sure how it worked,  she seemed annoyed with that. 
4th The pizza... the crust taste like cardboard,  the sauce seems raw and uncooked.  
5th The Price for an 18 supreme is $25 seriously?!? With the prices being so high you would think they wouldn't be trying to cut corners and use cheap ingredients but really seems like they are. It was never like that before. 
I was very disappointed and should of just stuck with my normal pizza spot across the street (NY Times Square)",22,B,Alfonso's Pizzeria,Alfonso's Pizzeria,Alf0ns0's Pizzeria,1.0,NEGATIVE
"Every time I go here I really really want to like it. But every time I just find it mediocre at best. Their bagels aren't NY boiled.. just pastry baked. They are skimpy with cream cheese even when I ask for extra and pay for it. I go because its on the way to the dog park which I visit frequently ... So sometimes I get a sandwich to bring. Their sandwiches aren't that bad... but nothing to write home about in my opinion. Their coffee sucks. I feel bad saying that, but it does. If you are from NY looking for deli this is just not going to cut it for you.",28,C,Farrell's On the Island,Farrell's On the Island,F@rrell's On the Isl@nd,3.0,NEGATIVE
Well this 5 guys is right next door the the hotel ya!  It's always good. Two little chz burgers with one reg fry and water. Perfect,4,A,Five Guys,Five Guys,Five Guys,5.0,POSITIVE
So I came here after going to another poke spot earlier today and I'm a little disappointed. The bowl for large was still smaller than the regular at the other one. I don't like doing bad reviews so I'll keep this too a minimum. They really are super stingy with the different add in's. And tried two sauces both tasted almost alike- very much soy sauce based. I think this is one place I'll pass and keep going to the other place found. Three stars for effort and cool decor.,4,A,Poke Express,Poke Express,P0ke Express,3.0,POSITIVE
"This is the ""Mall"" in Tampa Bay. It's always interesting when visitors come to town and they have to go to International Mall. With the hotel, restaurants, high end, department stores and bars there is much to do here. Sometimes I wish there was a movie theater but that may just make this place extremely overcrowded. I'm not a shopping fan but having so many options it makes it easier to buy everything I need at once and even return items purchase online.",22,B,International Plaza and Bay Street,International Plaza and Bay Street,Int3rnational Plaza and Bay Str33t,4.0,POSITIVE
"Service was great. Wine list was good for a hotel restaurant. Nice menu.  Food was very good. Waitress was very knowledgeable and offered good tips on wine, bar, food and desserts. Very nice meal experience for a business travel.",36,C,The Blue Bistro at the Tampa Westshore Marriott,The Blue Bistro at the Tampa Westshore Marriott,The Blue Bistro @t the T@mp@ Westshore M@rriott,4.0,POSITIVE
"We regularly go to Happy Fish because the food is amazing and the service is wonderful.  We have never had anything bad here.  Most people go to the ""main"" restaurants that friends talk about but everyone should try Happy Fish for authentic delicious peruvian food.  It will be worth your time.  The BEST ceviche in all of Tampa and surrounding areas.  Try it for yourself.",1,A,Happy Fish,Happy Fish,H@ppy Fish,5.0,POSITIVE
"Tiny little place with delicious food and fair prices. Here, your meal will take slightly longer (than most ""chain"" restaurants) to prepare but certainly worth the wait.",20,B,Perdigon El Sabor,Perdigon El Sabor,P3rdigon El Sabor,5.0,POSITIVE
My experience working with this law firm was extremely poor. Communication broke down badly between my attorney and myself while I was dealing with an issue with the HOA board in my community.,30,C,Lieser Skaff Alexander,Lieser Skaff Alexander,Li3s3r Skaff Al3xand3r,1.0,NEGATIVE
